node_id,lat_centro,lon_centro,n_accidentes,n_graves,n_mortales,n_alcohol,sensores_imd_500m,idx_peligrosidad,categoria
PN_2982,40.33336893164135,-3.7128983906329536,11,1,0,2,23,0.0291,MEDIO
PN_2983,40.47190181749764,-3.5809620013998753,11,1,0,2,17,0.0291,MEDIO
PN_2984,40.416793120130315,-3.7008607299933787,11,1,0,2,63,0.0291,MEDIO
PN_2985,40.48602332281809,-3.696083067709371,11,1,0,2,49,0.0291,MEDIO
PN_2986,40.387143768152264,-3.699051653169604,11,1,0,2,49,0.0291,MEDIO
PN_2987,40.37968235301633,-3.6573379421682883,11,1,0,2,24,0.0291,MEDIO
PN_2988,40.35899443981105,-3.689630517204287,11,1,0,2,22,0.0291,MEDIO
PN_2989,40.47720399143957,-3.6746030493477644,11,1,0,2,39,0.0291,MEDIO
PN_2990,40.423117931765546,-3.6551125408916336,11,1,0,2,54,0.0291,MEDIO
PN_2991,40.413821819226456,-3.6989590684605336,11,1,0,2,41,0.0291,MEDIO
PN_2992,40.38486411709345,-3.728173105852287,11,1,0,2,70,0.0291,MEDIO
PN_2993,40.43186793243901,-3.6369814144245045,11,1,0,2,84,0.0291,MEDIO
PN_2994,40.38005263555371,-3.70420677609301,11,1,0,2,21,0.0291,MEDIO
PN_2995,40.40885999264521,-3.716931096078071,11,1,0,2,46,0.0291,MEDIO
PN_2996,40.43211358849753,-3.6671909827816123,11,1,0,2,70,0.0291,MEDIO
PN_2997,40.37387050558623,-3.6621014188721546,11,1,0,2,12,0.0291,MEDIO
PN_2998,40.427872200275026,-3.644777990540547,11,1,0,2,79,0.0291,MEDIO
PN_2999,40.41087385097526,-3.707235505793974,11,1,0,2,29,0.0291,MEDIO
PN_3000,40.39414492135702,-3.6558835675086674,17,0,0,2,38,0.0288,MEDIO
PN_3001,40.42685367273026,-3.6999838500745503,17,0,0,2,24,0.0288,MEDIO
PN_3002,40.38598672337982,-3.637054334246812,17,0,0,2,35,0.0288,MEDIO
PN_3003,40.40772781859968,-3.6609967025809453,6,3,0,0,79,0.0287,BAJO
PN_3004,40.411676544716784,-3.654782537103958,7,1,0,3,68,0.0287,BAJO
PN_3005,40.41607182122549,-3.746106634539828,6,3,0,0,0,0.0287,BAJO
PN_3006,40.43125632000427,-3.713311051155337,6,3,0,0,92,0.0287,BAJO
PN_3007,40.38705173112438,-3.729873347177147,7,1,0,3,70,0.0287,BAJO
PN_3008,40.44779601592529,-3.6288813742646124,6,3,0,0,25,0.0287,BAJO
PN_3009,40.37087237742709,-3.661910841465178,7,1,0,3,0,0.0287,BAJO
PN_3010,40.505012130934084,-3.7099865722828587,6,3,0,0,33,0.0287,BAJO
PN_3011,40.39919506804849,-3.77573936797228,6,3,0,0,20,0.0287,BAJO
PN_3012,40.402969432439654,-3.650155487720644,6,3,0,0,32,0.0287,BAJO
PN_3013,40.3827504861043,-3.7227953366565267,12,2,0,0,81,0.0285,MEDIO
PN_3014,40.502169273617596,-3.6738408100390276,12,2,0,0,20,0.0285,MEDIO
PN_3015,40.45007059219062,-3.691990092525147,12,2,0,0,77,0.0285,MEDIO
PN_3016,40.39924676030057,-3.6630535107364186,12,2,0,0,45,0.0285,MEDIO
PN_3017,40.45697100377138,-3.7089174383767873,12,2,0,0,65,0.0285,MEDIO
PN_3018,40.41931133879398,-3.6162588937236753,12,2,0,0,23,0.0285,MEDIO
PN_3019,40.420107216868495,-3.709721847848447,12,2,0,0,64,0.0285,MEDIO
PN_3020,40.45500339265139,-3.6637614908905007,12,2,0,0,54,0.0285,MEDIO
PN_3021,40.4826319692313,-3.705285972282288,12,2,0,0,76,0.0285,MEDIO
PN_3022,40.486852954630805,-3.684636296736404,12,2,0,0,18,0.0285,MEDIO
PN_3023,40.49081631432074,-3.6921685366042127,12,2,0,0,31,0.0285,MEDIO
PN_3024,40.491084490570834,-3.5937663613773014,12,2,0,0,0,0.0285,MEDIO
PN_3025,40.44891670246583,-3.6621223783161,12,2,0,0,59,0.0285,MEDIO
PN_3026,40.4111882103159,-3.662280857671048,12,2,0,0,62,0.0285,MEDIO
PN_3027,40.435000928936866,-3.65907368343786,12,2,0,0,104,0.0285,MEDIO
PN_3028,40.42907294867363,-3.63479700672304,12,2,0,0,69,0.0285,MEDIO
PN_3029,40.49001799234415,-3.6989511023829205,12,2,0,0,33,0.0285,MEDIO
PN_3030,40.400993075316315,-3.715922839369972,12,2,0,0,104,0.0285,MEDIO
PN_3031,40.38200809254145,-3.633276061925518,12,2,0,0,36,0.0285,MEDIO
PN_3032,40.390907786988265,-3.6941922865173726,12,2,0,0,65,0.0285,MEDIO
PN_3033,40.40896897056176,-3.7072820821625716,12,2,0,0,27,0.0285,MEDIO
PN_3034,40.44389129834521,-3.66719361456582,12,2,0,0,62,0.0285,MEDIO
PN_3035,40.41799542012401,-3.697123723761424,12,2,0,0,76,0.0285,MEDIO
PN_3036,40.46007418687546,-3.669967164586574,12,2,0,0,75,0.0285,MEDIO
PN_3037,40.383961341933,-3.6128351984984373,12,2,0,0,4,0.0285,MEDIO
PN_3038,40.401835408234966,-3.696005403492325,12,2,0,0,98,0.0285,MEDIO
PN_3039,40.417099969913934,-3.6899568122046884,12,2,0,0,55,0.0285,MEDIO
PN_3040,40.45879396482043,-3.7069325514342606,12,2,0,0,58,0.0285,MEDIO
PN_3041,40.42812443717092,-3.6470407533273654,12,2,0,0,79,0.0285,MEDIO
PN_3042,40.431066616277676,-3.667022260157606,13,0,0,3,60,0.0285,MEDIO
PN_3043,40.38386098671378,-3.667295890467054,13,0,0,3,38,0.0285,MEDIO
PN_3044,40.45807221967225,-3.681859406525461,12,2,0,0,83,0.0285,MEDIO
PN_3045,40.431961378603866,-3.6701311687684512,12,2,0,0,73,0.0285,MEDIO
PN_3046,40.41174697361662,-3.723266570329678,12,2,0,0,79,0.0285,MEDIO
PN_3047,40.3519033812512,-3.688834607217754,13,0,0,3,21,0.0285,MEDIO
PN_3048,40.34486968160935,-3.7069584788994505,12,2,0,0,24,0.0285,MEDIO
PN_3049,40.39673799326776,-3.616932867132226,18,1,0,0,7,0.0283,MEDIO
PN_3050,40.39283764031032,-3.6639093732564043,18,1,0,0,62,0.0283,MEDIO
PN_3051,40.40811483618429,-3.6999252394399895,18,1,0,0,35,0.0283,MEDIO
PN_3052,40.40815556140416,-3.6700724260244715,18,1,0,0,77,0.0283,MEDIO
PN_3053,40.43008647569624,-3.6579800573723236,18,1,0,0,71,0.0283,MEDIO
PN_3054,40.36572965323302,-3.6879840201954863,18,1,0,0,33,0.0283,MEDIO
PN_3055,40.39807387291157,-3.647859010591896,18,1,0,0,14,0.0283,MEDIO
PN_3056,40.396139302791084,-3.7137592589733677,18,1,0,0,101,0.0283,MEDIO
PN_3057,40.442941113023444,-3.685835162972401,18,1,0,0,34,0.0283,MEDIO
PN_3058,40.4630996300313,-3.6478549225878885,18,1,0,0,21,0.0283,MEDIO
PN_3059,40.43688174596671,-3.6962684219539526,18,1,0,0,32,0.0283,MEDIO
PN_3060,40.39073762637721,-3.712823780749343,18,1,0,0,34,0.0283,MEDIO
PN_3061,40.41334388579372,-3.6094501899515694,18,1,0,0,5,0.0283,MEDIO
PN_3062,40.36090371305917,-3.6129754174064397,18,1,0,0,0,0.0283,MEDIO
PN_3063,40.41902900346758,-3.69972597347075,18,1,0,0,62,0.0283,MEDIO
PN_3064,40.399873168585195,-3.7169777554463135,18,1,0,0,100,0.0283,MEDIO
PN_3065,40.449386337282775,-3.6072140279181863,18,1,0,0,39,0.0283,MEDIO
PN_3066,40.38173793771963,-3.7269117354617074,18,1,0,0,46,0.0283,MEDIO
PN_3067,40.36395459179719,-3.762795219102886,18,1,0,0,28,0.0283,MEDIO
PN_3068,40.45490866666772,-3.68708246978119,18,1,0,0,85,0.0283,MEDIO
PN_3069,40.35659981203297,-3.6911464284006383,8,2,0,1,28,0.0282,BAJO
PN_3070,40.40291308357073,-3.7457433131843447,8,2,0,1,34,0.0282,BAJO
PN_3071,40.39592779338764,-3.7110453881147656,8,2,0,1,100,0.0282,BAJO
PN_3072,40.47118123874835,-3.6571987257732914,8,2,0,1,30,0.0282,BAJO
PN_3073,40.403779685229736,-3.755881803661531,8,2,0,1,35,0.0282,BAJO
PN_3074,40.4339861958543,-3.705764846310977,8,2,0,1,51,0.0282,BAJO
PN_3075,40.41057707736066,-3.6539083523586404,8,2,0,1,67,0.0282,BAJO
PN_3076,40.36882071964642,-3.686415523959291,8,2,0,1,9,0.0282,BAJO
PN_3077,40.426793713885694,-3.6288802270882314,8,2,0,1,64,0.0282,BAJO
PN_3078,40.392827247305405,-3.758241063933494,8,2,0,1,28,0.0282,BAJO
PN_3079,40.41470243064783,-3.729164498963754,8,2,0,1,66,0.0282,BAJO
PN_3080,40.34034529560333,-3.6748947646893595,8,2,0,1,0,0.0282,BAJO
PN_3081,40.4637716449703,-3.6298397915058125,8,2,0,1,42,0.0282,BAJO
PN_3082,40.41391011870988,-3.70622834465843,8,2,0,1,33,0.0282,BAJO
PN_3083,40.4138498965588,-3.7181983251987405,8,2,0,1,61,0.0282,BAJO
PN_3084,40.3721815191581,-3.7685225061104117,8,2,0,1,33,0.0282,BAJO
PN_3085,40.46309223215132,-3.7179779715271564,8,2,0,1,19,0.0282,BAJO
PN_3086,40.37818620801869,-3.690867779412786,8,2,0,1,30,0.0282,BAJO
PN_3087,40.45576986959027,-3.6817624191235865,8,2,0,1,90,0.0282,BAJO
PN_3088,40.476068900108785,-3.6843138985460206,8,2,0,1,44,0.0282,BAJO
PN_3089,40.41319431003861,-3.653046760112027,8,2,0,1,56,0.0282,BAJO
PN_3090,40.45912048152112,-3.6431815044976577,8,2,0,1,21,0.0282,BAJO
PN_3091,40.38706405765008,-3.739932374841483,8,2,0,1,73,0.0282,BAJO
PN_3092,40.4931007397687,-3.7109195913158968,8,2,0,1,2,0.0282,BAJO
PN_3093,40.36996301126477,-3.6000971704671514,8,2,0,1,14,0.0282,BAJO
PN_3094,40.35466245878808,-3.704832600567135,8,2,0,1,23,0.0282,BAJO
PN_3095,40.488179644803246,-3.612365752010011,8,2,0,1,18,0.0282,BAJO
PN_3096,40.42405329275368,-3.611558373913695,8,2,0,1,61,0.0282,BAJO
PN_3097,40.41808572449506,-3.6145675401694937,8,2,0,1,20,0.0282,BAJO
PN_3098,40.39395856397949,-3.7648065513599662,8,2,0,1,52,0.0282,BAJO
PN_3099,40.38384490832571,-3.7451010026654217,9,0,0,4,57,0.0281,BAJO
PN_3100,40.370177588713474,-3.6610677443361124,9,0,0,4,0,0.0281,BAJO
PN_3101,40.483433912144314,-3.6801475759823354,24,0,0,0,37,0.028,MEDIO
PN_3102,40.393865648617165,-3.6781086065117594,14,1,0,1,67,0.0279,MEDIO
PN_3103,40.452923518799196,-3.7011251732082266,14,1,0,1,89,0.0279,MEDIO
PN_3104,40.47707300304147,-3.645051637337166,14,1,0,1,13,0.0279,MEDIO
PN_3105,40.376600473525755,-3.750891246285884,14,1,0,1,38,0.0279,MEDIO
PN_3106,40.38608603205153,-3.7109383053619522,14,1,0,1,40,0.0279,MEDIO
PN_3107,40.37095200928387,-3.6070475675759277,14,1,0,1,32,0.0279,MEDIO
PN_3108,40.4209837639401,-3.616226723339469,14,1,0,1,32,0.0279,MEDIO
PN_3109,40.47216376366642,-3.712232931027661,14,1,0,1,59,0.0279,MEDIO
PN_3110,40.439968568154974,-3.6128054560055025,14,1,0,1,19,0.0279,MEDIO
PN_3111,40.5041711682585,-3.702885115902702,14,1,0,1,91,0.0279,MEDIO
PN_3112,40.45103633410645,-3.6819453836561995,14,1,0,1,54,0.0279,MEDIO
PN_3113,40.371135941845566,-3.6078039171851373,14,1,0,1,29,0.0279,MEDIO
PN_3114,40.38501543348447,-3.7628132105412293,14,1,0,1,39,0.0279,MEDIO
PN_3115,40.439858890367546,-3.6309213668788884,14,1,0,1,30,0.0279,MEDIO
PN_3116,40.408044403517245,-3.7172859532210856,14,1,0,1,51,0.0279,MEDIO
PN_3117,40.45204825079567,-3.685261902537096,14,1,0,1,47,0.0279,MEDIO
PN_3118,40.43155317883246,-3.6836685396740103,14,1,0,1,53,0.0279,MEDIO
PN_3119,40.44274197129641,-3.6532469279140085,14,1,0,1,38,0.0279,MEDIO
PN_3120,40.38281987107204,-3.7421329513903037,14,1,0,1,47,0.0279,MEDIO
PN_3121,40.43381665941272,-3.6779379706075046,14,1,0,1,68,0.0279,MEDIO
PN_3122,40.391154393214904,-3.700800590515983,14,1,0,1,62,0.0279,MEDIO
PN_3123,40.4049674925188,-3.677105490365744,14,1,0,1,54,0.0279,MEDIO
PN_3124,40.392884262882994,-3.660775510209195,14,1,0,1,49,0.0279,MEDIO
PN_3125,40.44307618813326,-3.7021615740569405,14,1,0,1,18,0.0279,MEDIO
PN_3126,40.42322656921646,-3.623869892130078,14,1,0,1,41,0.0279,MEDIO
PN_3127,40.43107496117675,-3.649992964737771,14,1,0,1,95,0.0279,MEDIO
PN_3128,40.3809815782563,-3.70528964210488,14,1,0,1,20,0.0279,MEDIO
PN_3129,40.34692854021987,-3.713029974786972,14,1,0,1,7,0.0279,MEDIO
PN_3130,40.378085853966034,-3.7420927856693664,14,1,0,1,17,0.0279,MEDIO
PN_3131,40.39412001624969,-3.678910889200574,20,0,0,1,69,0.0277,MEDIO
PN_3132,40.39415895477042,-3.6722462097700244,20,0,0,1,43,0.0277,MEDIO
PN_3133,40.46035547351949,-3.6760435820079898,20,0,0,1,95,0.0277,MEDIO
PN_3134,40.47692989453501,-3.6540959982107806,20,0,0,1,23,0.0277,MEDIO
PN_3135,40.449564752684886,-3.6959641514909394,20,0,0,1,107,0.0277,MEDIO
PN_3136,40.48702629082377,-3.696037705344055,20,0,0,1,49,0.0277,MEDIO
PN_3137,40.36480354277251,-3.714055199392264,10,1,0,2,12,0.0276,MEDIO
PN_3138,40.439367834332835,-3.679547436816628,10,1,0,2,88,0.0276,MEDIO
PN_3139,40.39288752240336,-3.6687158092767724,10,1,0,2,30,0.0276,MEDIO
PN_3140,40.393039460883216,-3.7130973250825554,10,1,0,2,57,0.0276,MEDIO
PN_3141,40.33582734067127,-3.715820493679039,10,1,0,2,29,0.0276,MEDIO
PN_3142,40.39277301695675,-3.760839436078771,10,1,0,2,36,0.0276,MEDIO
PN_3143,40.421839671625875,-3.6550762427274712,10,1,0,2,60,0.0276,MEDIO
PN_3144,40.401707135526465,-3.6563434837078255,10,1,0,2,30,0.0276,MEDIO
PN_3145,40.41577803941571,-3.693145386036689,10,1,0,2,70,0.0276,MEDIO
PN_3146,40.464769684878874,-3.6420263631376373,10,1,0,2,33,0.0276,MEDIO
PN_3147,40.416031104734714,-3.6969068052125187,10,1,0,2,65,0.0276,MEDIO
PN_3148,40.3912171527824,-3.6460697757558487,10,1,0,2,47,0.0276,MEDIO
PN_3149,40.38307551873307,-3.627935077109144,10,1,0,2,53,0.0276,MEDIO
PN_3150,40.41897538594186,-3.6790204126180206,10,1,0,2,58,0.0276,MEDIO
PN_3151,40.39605818371115,-3.6609748709580905,10,1,0,2,45,0.0276,MEDIO
PN_3152,40.38400754859492,-3.7790523459938905,5,3,0,0,7,0.0273,BAJO
PN_3153,40.39497780648416,-3.6690748117004097,16,0,0,2,46,0.0273,MEDIO
PN_3154,40.37784558919857,-3.62028122015478,5,3,0,0,18,0.0273,BAJO
PN_3155,40.42669634477337,-3.71335718334215,16,0,0,2,85,0.0273,MEDIO
PN_3156,40.47006473612045,-3.7161598088206227,5,3,0,0,64,0.0273,BAJO
PN_3157,40.40016578858928,-3.7120857296592047,16,0,0,2,102,0.0273,MEDIO
PN_3158,40.387770755970585,-3.640191534225909,16,0,0,2,50,0.0273,MEDIO
PN_3159,40.45361596052835,-3.779414646071287,5,3,0,0,40,0.0273,BAJO
PN_3160,40.41721233210266,-3.6528977560191898,16,0,0,2,36,0.0273,MEDIO
PN_3161,40.44361204174582,-3.687762973539948,5,3,0,0,36,0.0273,BAJO
PN_3162,40.42910518287921,-3.645012352719216,16,0,0,2,85,0.0273,MEDIO
PN_3163,40.388872324596605,-3.6719526981280346,5,3,0,0,21,0.0273,BAJO
PN_3164,40.41889970769882,-3.6290129944344285,5,3,0,0,44,0.0273,BAJO
PN_3165,40.48307398340819,-3.708260883494576,6,1,0,3,75,0.0272,BAJO
PN_3166,40.40506014752095,-3.7319531399816754,6,1,0,3,19,0.0272,BAJO
PN_3167,40.439451630968286,-3.6711664999738542,6,1,0,3,45,0.0272,BAJO
PN_3168,40.422616461724715,-3.618733103238427,6,1,0,3,7,0.0272,BAJO
PN_3169,40.45693443689141,-3.667155541880257,11,2,0,0,63,0.027,MEDIO
PN_3170,40.3639783664162,-3.6197063193613612,11,2,0,0,0,0.027,MEDIO
PN_3171,40.46501976388385,-3.69601523913248,11,2,0,0,62,0.027,MEDIO
PN_3172,40.36982407661008,-3.710891296147663,11,2,0,0,18,0.027,MEDIO
PN_3173,40.47280123871099,-3.6879129202279586,11,2,0,0,48,0.027,MEDIO
PN_3174,40.43374492745917,-3.6570581114595013,11,2,0,0,102,0.027,MEDIO
PN_3175,40.37686074790154,-3.6259167521615026,11,2,0,0,12,0.027,MEDIO
PN_3176,40.44935771933019,-3.5820279394768093,11,2,0,0,8,0.027,MEDIO
PN_3177,40.38918587295005,-3.652903838671149,11,2,0,0,26,0.027,MEDIO
PN_3178,40.43832452144557,-3.7007541341048165,11,2,0,0,29,0.027,MEDIO
PN_3179,40.43292393881382,-3.654375980014024,11,2,0,0,80,0.027,MEDIO
PN_3180,40.4297504566083,-3.7242650091158227,11,2,0,0,28,0.027,MEDIO
PN_3181,40.40601158010464,-3.6759905544123495,11,2,0,0,49,0.027,MEDIO
PN_3182,40.39767684360234,-3.769251674645685,11,2,0,0,57,0.027,MEDIO
PN_3183,40.34917588284319,-3.7000296787869966,11,2,0,0,34,0.027,MEDIO
PN_3184,40.381059286171435,-3.780000464985486,11,2,0,0,6,0.027,MEDIO
PN_3185,40.374883672758784,-3.732971340826396,11,2,0,0,41,0.027,MEDIO
PN_3186,40.3902016533817,-3.729072492398233,11,2,0,0,59,0.027,MEDIO
PN_3187,40.47622192063496,-3.7030645342522095,11,2,0,0,69,0.027,MEDIO
PN_3188,40.44678369220609,-3.7402204140933666,11,2,0,0,8,0.027,MEDIO
PN_3189,40.44617812045932,-3.5851228422367227,11,2,0,0,21,0.027,MEDIO
PN_3190,40.4699179599229,-3.688669557447634,11,2,0,0,50,0.027,MEDIO
PN_3191,40.460201720617476,-3.701684795520013,11,2,0,0,70,0.027,MEDIO
PN_3192,40.41882756264151,-3.6102918645289437,11,2,0,0,34,0.027,MEDIO
PN_3193,40.48280638709809,-3.6850248426157375,12,0,0,3,51,0.027,MEDIO
PN_3194,40.41493514899347,-3.698773431045245,11,2,0,0,52,0.027,MEDIO
PN_3195,40.416237285154175,-3.6912936679038393,11,2,0,0,66,0.027,MEDIO
PN_3196,40.41284605731087,-3.7137589613615605,11,2,0,0,58,0.027,MEDIO
PN_3197,40.40519867084735,-3.6159680315828777,11,2,0,0,26,0.027,MEDIO
PN_3198,40.45280813823944,-3.680950376959426,11,2,0,0,64,0.027,MEDIO
PN_3199,40.43180179257099,-3.6428638061122003,11,2,0,0,104,0.027,MEDIO
PN_3200,40.42895100029518,-3.709223210951242,11,2,0,0,75,0.027,MEDIO
PN_3201,40.361005216019635,-3.660139353060325,11,2,0,0,0,0.027,MEDIO
PN_3202,40.408151371614636,-3.7072530768664227,11,2,0,0,35,0.027,MEDIO
PN_3203,40.426314174746445,-3.6862291204953808,11,2,0,0,51,0.027,MEDIO
PN_3204,40.51771889218713,-3.664832319423077,11,2,0,0,4,0.027,MEDIO
PN_3205,40.443053751190476,-3.66492796301804,11,2,0,0,80,0.027,MEDIO
PN_3206,40.50275009993802,-3.6973621192345005,11,2,0,0,72,0.027,MEDIO
PN_3207,40.437104800191435,-3.702815528987389,11,2,0,0,29,0.027,MEDIO
PN_3208,40.43695055637725,-3.686367264489934,11,2,0,0,71,0.027,MEDIO
PN_3209,40.3809205821642,-3.7280449637737734,11,2,0,0,29,0.027,MEDIO
PN_3210,40.423186267928116,-3.671184664688317,11,2,0,0,47,0.027,MEDIO
PN_3211,40.4587851292473,-3.6741560827069044,17,1,0,0,100,0.0268,MEDIO
PN_3212,40.410926129183004,-3.718145229157402,17,1,0,0,60,0.0268,MEDIO
PN_3213,40.43801660418995,-3.7178355521366946,17,1,0,0,47,0.0268,MEDIO
PN_3214,40.40677856061704,-3.670894404466621,17,1,0,0,71,0.0268,MEDIO
PN_3215,40.400915401503305,-3.649047882234543,17,1,0,0,22,0.0268,MEDIO
PN_3216,40.42109046749115,-3.6798371424295526,17,1,0,0,66,0.0268,MEDIO
PN_3217,40.44186199754087,-3.6973810258015183,17,1,0,0,38,0.0268,MEDIO
PN_3218,40.439896373566995,-3.678875191655963,17,1,0,0,87,0.0268,MEDIO
PN_3219,40.3831841940022,-3.6629172976196425,17,1,0,0,20,0.0268,MEDIO
PN_3220,40.37787063418356,-3.783701334228084,17,1,0,0,14,0.0268,MEDIO
PN_3221,40.46082130698136,-3.6961249204310436,17,1,0,0,119,0.0268,MEDIO
PN_3222,40.40508156063127,-3.7330624235232888,17,1,0,0,19,0.0268,MEDIO
PN_3223,40.44989857377274,-3.7033257847280883,17,1,0,0,65,0.0268,MEDIO
PN_3224,40.426043206933954,-3.703854583878039,17,1,0,0,36,0.0268,MEDIO
PN_3225,40.48057062204343,-3.7122029014641797,17,1,0,0,91,0.0268,MEDIO
PN_3226,40.43414879363734,-3.674953728941472,17,1,0,0,80,0.0268,MEDIO
PN_3227,40.47285077454616,-3.6872065660906674,17,1,0,0,50,0.0268,MEDIO
PN_3228,40.36592727438842,-3.6941167633926506,17,1,0,0,58,0.0268,MEDIO
PN_3229,40.39977846373589,-3.754218436387911,7,2,0,1,22,0.0267,BAJO
PN_3230,40.4690548321663,-3.6573060690997896,7,2,0,1,29,0.0267,BAJO
PN_3231,40.47828262330594,-3.664949976122762,7,2,0,1,53,0.0267,BAJO
PN_3232,40.36505405638177,-3.7428155215426933,7,2,0,1,48,0.0267,BAJO
PN_3233,40.483276448849736,-3.7008400152090486,7,2,0,1,53,0.0267,BAJO
PN_3234,40.37930477067692,-3.6172579363521344,7,2,0,1,16,0.0267,BAJO
PN_3235,40.46216753589254,-3.635312184088803,7,2,0,1,58,0.0267,BAJO
PN_3236,40.37801102069841,-3.6088165289921785,7,2,0,1,2,0.0267,BAJO
PN_3237,40.38872012911686,-3.7419393509386025,7,2,0,1,58,0.0267,BAJO
PN_3238,40.39189049079945,-3.733800384083255,7,2,0,1,35,0.0267,BAJO
PN_3239,40.468091564651445,-3.7121528357403286,7,2,0,1,52,0.0267,BAJO
PN_3240,40.49725541161886,-3.6678599314302467,7,2,0,1,45,0.0267,BAJO
PN_3241,40.459166152313564,-3.696966842030026,7,2,0,1,119,0.0267,BAJO
PN_3242,40.38010036903935,-3.7678646331619845,7,2,0,1,21,0.0267,BAJO
PN_3243,40.42586117452464,-3.6686335399086305,7,2,0,1,38,0.0267,BAJO
PN_3244,40.36795474727499,-3.7533974765703717,7,2,0,1,9,0.0267,BAJO
PN_3245,40.40458736482946,-3.6758642733277127,7,2,0,1,51,0.0267,BAJO
PN_3246,40.40755281332904,-3.693868292865195,7,2,0,1,61,0.0267,BAJO
PN_3247,40.435748700610574,-3.6061721479757547,7,2,0,1,37,0.0267,BAJO
PN_3248,40.43738515598549,-3.7083707298093063,7,2,0,1,46,0.0267,BAJO
PN_3249,40.444157381554184,-3.7394001779597024,7,2,0,1,4,0.0267,BAJO
PN_3250,40.38199739158133,-3.695669352967935,7,2,0,1,56,0.0267,BAJO
PN_3251,40.389957872577725,-3.656886521161137,7,2,0,1,38,0.0267,BAJO
PN_3252,40.47445686274161,-3.6909786647452982,7,2,0,1,41,0.0267,BAJO
PN_3253,40.36621067043585,-3.7077899431272847,7,2,0,1,0,0.0267,BAJO
PN_3254,40.44093857615986,-3.6688009189267428,23,0,0,0,56,0.0266,MEDIO
PN_3255,40.41786954312985,-3.708756267836191,13,1,0,1,41,0.0265,MEDIO
PN_3256,40.409037905461744,-3.6777816703430597,13,1,0,1,29,0.0265,MEDIO
PN_3257,40.41815338342532,-3.698097268111684,13,1,0,1,75,0.0265,MEDIO
PN_3258,40.420750581478316,-3.6169759629529272,13,1,0,1,25,0.0265,MEDIO
PN_3259,40.39295480223572,-3.7022564337081034,13,1,0,1,76,0.0265,MEDIO
PN_3260,40.44408651224512,-3.658964753927314,13,1,0,1,77,0.0265,MEDIO
PN_3261,40.44391490700331,-3.6750143253018583,13,1,0,1,44,0.0265,MEDIO
PN_3262,40.3738505054025,-3.740066786459029,13,1,0,1,50,0.0265,MEDIO
PN_3263,40.458951250994765,-3.787972913963139,13,1,0,1,50,0.0265,MEDIO
PN_3264,40.46611518053052,-3.7107303610006492,13,1,0,1,45,0.0265,MEDIO
PN_3265,40.42611305239091,-3.710973806328176,13,1,0,1,90,0.0265,MEDIO
PN_3266,40.42214646022808,-3.672851675565053,13,1,0,1,56,0.0265,MEDIO
PN_3267,40.45719920465402,-3.711834849322009,13,1,0,1,71,0.0265,MEDIO
PN_3268,40.41928030730746,-3.624666977520363,13,1,0,1,62,0.0265,MEDIO
PN_3269,40.38189441138392,-3.6629266173589623,13,1,0,1,27,0.0265,MEDIO
PN_3270,40.44209904932474,-3.671000690246689,13,1,0,1,65,0.0265,MEDIO
PN_3271,40.445894639688376,-3.6611340113183766,13,1,0,1,60,0.0265,MEDIO
PN_3272,40.395085402237775,-3.704713153615358,13,1,0,1,84,0.0265,MEDIO
PN_3273,40.4679307615309,-3.6739517190063093,13,1,0,1,57,0.0265,MEDIO
PN_3274,40.39008906520996,-3.7399535856365245,13,1,0,1,59,0.0265,MEDIO
PN_3275,40.474610590176745,-3.6918919860984327,13,1,0,1,40,0.0265,MEDIO
PN_3276,40.468996843943195,-3.641014040844971,13,1,0,1,39,0.0265,MEDIO
PN_3277,40.42983309971693,-3.6092653420150507,13,1,0,1,37,0.0265,MEDIO
PN_3278,40.41942256079457,-3.698737841327279,13,1,0,1,75,0.0265,MEDIO
PN_3279,40.48506547038694,-3.700234966864395,13,1,0,1,51,0.0265,MEDIO
PN_3280,40.38102546827452,-3.7041796697472553,13,1,0,1,23,0.0265,MEDIO
PN_3281,40.40378863403497,-3.620073651855667,13,1,0,1,7,0.0265,MEDIO
PN_3282,40.413787905566146,-3.610589374439553,13,1,0,1,3,0.0265,MEDIO
PN_3283,40.36509068804373,-3.6879015702568236,13,1,0,1,34,0.0265,MEDIO
PN_3284,40.479974626317365,-3.723097423363668,13,1,0,1,26,0.0265,MEDIO
PN_3285,40.37973280003311,-3.748885863036956,13,1,0,1,24,0.0265,MEDIO
PN_3286,40.40671720433598,-3.6969864181440837,13,1,0,1,64,0.0265,MEDIO
PN_3287,40.42613955858653,-3.6828954586361373,13,1,0,1,60,0.0265,MEDIO
PN_3288,40.42787450064513,-3.6828350174178492,13,1,0,1,55,0.0265,MEDIO
PN_3289,40.43703598595623,-3.6460605722153536,13,1,0,1,67,0.0265,MEDIO
PN_3290,40.49316753313026,-3.6688359129887407,13,1,0,1,43,0.0265,MEDIO
PN_3291,40.408178699627655,-3.700754330313723,19,0,0,1,34,0.0262,MEDIO
PN_3292,40.427902495692436,-3.73508848501522,19,0,0,1,14,0.0262,MEDIO
PN_3293,40.37603292652354,-3.6208338747401996,19,0,0,1,16,0.0262,MEDIO
PN_3294,40.465212066721584,-3.635860313085643,19,0,0,1,53,0.0262,MEDIO
PN_3295,40.43998740404336,-3.674009845736711,19,0,0,1,67,0.0262,MEDIO
PN_3296,40.48306492243588,-3.684037117478091,19,0,0,1,47,0.0262,MEDIO
