node_id,lat_centro,lon_centro,n_accidentes,n_graves,n_mortales,n_alcohol,sensores_imd_500m,idx_peligrosidad,categoria
PN_1221,40.39721092950655,-3.705760710773523,12,6,0,0,85,0.0649,MEDIO
PN_1222,40.38075825166924,-3.7189262319338168,29,2,0,2,24,0.0647,ALTO
PN_1223,40.388839804844885,-3.7312476470747677,29,2,0,2,66,0.0647,ALTO
PN_1224,40.431163668735415,-3.6620654739268677,29,2,0,2,83,0.0647,ALTO
PN_1225,40.48010482491663,-3.6673202910289304,19,3,0,3,36,0.0646,MEDIO
PN_1226,40.39208398437728,-3.6500606046151165,18,5,0,0,21,0.0646,MEDIO
PN_1227,40.40561104447461,-3.7008794236314184,18,5,0,0,61,0.0646,MEDIO
PN_1228,40.45079401113558,-3.60811575429076,18,5,0,0,24,0.0646,MEDIO
PN_1229,40.42681083139417,-3.6981489892873025,18,5,0,0,28,0.0646,MEDIO
PN_1230,40.4000127952049,-3.649738169673684,18,5,0,0,16,0.0646,MEDIO
PN_1231,40.4270126595334,-3.645823663690423,19,3,0,3,79,0.0646,MEDIO
PN_1232,40.42290710261982,-3.6567420338273897,15,3,0,4,54,0.0643,MEDIO
PN_1233,40.48289365222432,-3.687043672321226,30,3,0,0,49,0.0642,ALTO
PN_1234,40.433923194070715,-3.686643823471667,20,4,0,1,71,0.0641,MEDIO
PN_1235,40.42893439301382,-3.660651082304913,31,1,0,3,56,0.0641,ALTO
PN_1236,40.399728631393955,-3.6719687109082906,20,4,0,1,65,0.0641,MEDIO
PN_1237,40.40707325347372,-3.664293346025564,31,1,0,3,80,0.0641,ALTO
PN_1238,40.40667200181214,-3.6837876119087745,20,4,0,1,25,0.0641,MEDIO
PN_1239,40.44658969599536,-3.65508220807158,36,2,0,0,48,0.0639,ALTO
PN_1240,40.46519077205908,-3.692975310992845,26,3,0,1,73,0.0638,ALTO
PN_1241,40.39511049462825,-3.662851822213488,26,3,0,1,56,0.0638,ALTO
PN_1242,40.410958665724934,-3.7087966297827557,26,3,0,1,40,0.0638,ALTO
PN_1243,40.39029544349047,-3.702076544003617,26,3,0,1,48,0.0638,ALTO
PN_1244,40.429996853384175,-3.66070623763824,26,3,0,1,70,0.0638,ALTO
PN_1245,40.435054904982024,-3.7182868427492357,16,4,0,2,57,0.0637,MEDIO
PN_1246,40.43030416177351,-3.7001426340518053,16,4,0,2,45,0.0637,MEDIO
PN_1247,40.37714084848257,-3.668307122532026,16,4,0,2,21,0.0637,MEDIO
PN_1248,40.43860000922897,-3.7003366475802935,32,2,0,1,26,0.0636,ALTO
PN_1249,40.44501500540155,-3.6728274994646752,22,3,0,2,62,0.0635,MEDIO
PN_1250,40.403130533179386,-3.7060349234718193,22,3,0,2,47,0.0635,MEDIO
PN_1251,40.403979217821494,-3.7128773232554226,22,3,0,2,69,0.0635,MEDIO
PN_1252,40.39201709518441,-3.672240817255658,23,1,0,5,43,0.0634,MEDIO
PN_1253,40.38499856178747,-3.6707664850403905,23,1,0,5,30,0.0634,MEDIO
PN_1254,40.376174511330184,-3.6201354966564283,23,1,0,5,16,0.0634,MEDIO
PN_1255,40.45844853305421,-3.67465261330394,13,2,0,6,100,0.0633,MEDIO
PN_1256,40.35409976328619,-3.689045374120551,28,2,0,2,18,0.0632,ALTO
PN_1257,40.433093933048504,-3.6346742667631995,29,0,0,5,85,0.0632,ALTO
PN_1258,40.39217653430486,-3.740232984142737,18,3,0,3,46,0.0631,MEDIO
PN_1259,40.36802578622908,-3.720642215206541,18,3,0,3,8,0.0631,MEDIO
PN_1260,40.383325697348546,-3.6260102646100543,18,3,0,3,45,0.0631,MEDIO
PN_1261,40.39280444073152,-3.670033972707446,24,2,0,3,29,0.0629,MEDIO
PN_1262,40.43606300984755,-3.6368130645557333,24,2,0,3,78,0.0629,MEDIO
PN_1263,40.404203319174805,-3.672161182436725,23,4,0,0,67,0.0629,MEDIO
PN_1264,40.43014072402123,-3.60524022853561,23,4,0,0,57,0.0629,MEDIO
PN_1265,40.45889879954459,-3.7450487631761673,23,4,0,0,20,0.0629,MEDIO
PN_1266,40.41491394534552,-3.7207550595766747,24,2,0,3,84,0.0629,MEDIO
PN_1267,40.381015891966754,-3.7030627422161335,24,2,0,3,26,0.0629,MEDIO
PN_1268,40.47310588365343,-3.6899059607076294,23,4,0,0,45,0.0629,MEDIO
PN_1269,40.39589250333695,-3.7039541120412625,30,1,0,3,85,0.0627,ALTO
PN_1270,40.4472681517958,-3.6529848180103537,29,3,0,0,56,0.0627,ALTO
PN_1271,40.402006019847576,-3.6670340523378946,30,1,0,3,58,0.0627,ALTO
PN_1272,40.36691869587406,-3.6783025197700177,29,3,0,0,4,0.0627,ALTO
PN_1273,40.42097361210305,-3.6886391070535227,29,3,0,0,60,0.0627,ALTO
PN_1274,40.403965294466786,-3.6661291979513395,29,3,0,0,75,0.0627,ALTO
PN_1275,40.4394306563392,-3.6146449688827866,19,4,0,1,22,0.0626,MEDIO
PN_1276,40.42504515773931,-3.6810596675721463,19,4,0,1,68,0.0626,MEDIO
PN_1277,40.43627952794906,-3.73163826080165,19,4,0,1,28,0.0626,MEDIO
PN_1278,40.419875171942934,-3.689818734724555,35,2,0,0,66,0.0625,ALTO
PN_1279,40.38787527772523,-3.727035504827791,21,0,0,7,82,0.0625,MEDIO
PN_1280,40.40967293345126,-3.6498886185774397,20,2,0,4,37,0.0625,MEDIO
PN_1281,40.45320004771127,-3.5810837286625197,25,3,0,1,0,0.0623,ALTO
PN_1282,40.4052865499372,-3.6171262468409306,25,3,0,1,24,0.0623,ALTO
PN_1283,40.40688786884543,-3.651761260065307,25,3,0,1,38,0.0623,ALTO
PN_1284,40.382797648046115,-3.668785904751971,25,3,0,1,35,0.0623,ALTO
PN_1285,40.44795599080531,-3.6618691218910455,25,3,0,1,67,0.0623,ALTO
PN_1286,40.457154132346,-3.70291664820251,25,3,0,1,71,0.0623,ALTO
PN_1287,40.43000368155281,-3.6441308454703982,16,2,0,5,105,0.0622,MEDIO
PN_1288,40.39313430642437,-3.6779069091456233,15,4,0,2,59,0.0622,MEDIO
PN_1289,40.42211530263175,-3.699775109421397,15,4,0,2,54,0.0622,MEDIO
PN_1290,40.45905112171346,-3.6687565442477355,31,2,0,1,76,0.0621,ALTO
PN_1291,40.41088366536456,-3.6582188476472233,31,2,0,1,72,0.0621,ALTO
PN_1292,40.430165427990445,-3.6402768246724255,21,3,0,2,66,0.062,MEDIO
PN_1293,40.48493922501594,-3.6921581639700105,21,3,0,2,36,0.062,MEDIO
PN_1294,40.363918479630044,-3.7537226936391948,22,1,0,5,44,0.062,MEDIO
PN_1295,40.353062167244275,-3.6910299800330026,21,3,0,2,27,0.062,MEDIO
PN_1296,40.4150380062769,-3.6932551809239977,37,1,0,1,57,0.0619,ALTO
PN_1297,40.41076091420911,-3.6959035382343126,27,2,0,2,33,0.0618,ALTO
PN_1298,40.46514924889235,-3.689792726177282,27,2,0,2,70,0.0618,ALTO
PN_1299,40.45107533480549,-3.626800999435845,16,5,0,0,24,0.0617,MEDIO
PN_1300,40.46224604851894,-3.7018268988444585,16,5,0,0,57,0.0617,MEDIO
PN_1301,40.477139375428976,-3.715018862648791,17,3,0,3,61,0.0617,MEDIO
PN_1302,40.40309113760523,-3.744912039240752,17,3,0,3,31,0.0617,MEDIO
PN_1303,40.42700276466479,-3.6470685536297247,17,3,0,3,76,0.0617,MEDIO
PN_1304,40.45601129273431,-3.6871010281723895,22,4,0,0,90,0.0615,MEDIO
PN_1305,40.49310041080916,-3.687052885440364,23,2,0,3,24,0.0614,MEDIO
PN_1306,40.44689223094321,-3.704823111501803,13,3,0,4,48,0.0613,MEDIO
PN_1307,40.4213383098073,-3.672074568628548,28,3,0,0,63,0.0612,ALTO
PN_1308,40.340041261730406,-3.707703073023378,28,3,0,0,17,0.0612,ALTO
PN_1309,40.47592455961777,-3.686354841666021,28,3,0,0,58,0.0612,ALTO
PN_1310,40.39901925546591,-3.69419689680004,28,3,0,0,73,0.0612,ALTO
PN_1311,40.420643108097636,-3.7203468250300835,18,4,0,1,68,0.0611,MEDIO
PN_1312,40.42927284922331,-3.6438069999803666,19,2,0,4,89,0.0611,MEDIO
PN_1313,40.451731295422405,-3.674196307892647,18,4,0,1,50,0.0611,MEDIO
PN_1314,40.43472386626193,-3.668753606636983,18,4,0,1,68,0.0611,MEDIO
PN_1315,40.36898787422957,-3.7203071105065533,34,2,0,0,12,0.061,ALTO
PN_1316,40.45288813012045,-3.6991484222535793,35,0,0,3,95,0.0609,ALTO
PN_1317,40.38415849252209,-3.717920670419069,24,3,0,1,79,0.0609,MEDIO
PN_1318,40.39886768341088,-3.718991812830903,25,1,0,4,60,0.0608,ALTO
PN_1319,40.39501153016878,-3.7118719419895876,25,1,0,4,90,0.0608,ALTO
PN_1320,40.415262880799425,-3.6477530159458005,15,2,0,5,14,0.0607,MEDIO
PN_1321,40.37359567435624,-3.722782319280918,15,2,0,5,29,0.0607,MEDIO
PN_1322,40.38624989460545,-3.7021080651689604,15,2,0,5,47,0.0607,MEDIO
PN_1323,40.45595050645843,-3.6771249514440294,30,2,0,1,103,0.0606,ALTO
PN_1324,40.38512568382792,-3.6470031762993904,30,2,0,1,18,0.0606,ALTO
PN_1325,40.43276390865587,-3.650791730970598,20,3,0,2,80,0.0605,MEDIO
PN_1326,40.476922768107734,-3.703254276726567,20,3,0,2,63,0.0605,MEDIO
PN_1327,40.46005231946867,-3.6650958033471115,20,3,0,2,77,0.0605,MEDIO
PN_1328,40.38982775636111,-3.7129379005394267,36,1,0,1,36,0.0604,ALTO
PN_1329,40.432798812431834,-3.6833250293810127,36,1,0,1,68,0.0604,ALTO
PN_1330,40.39417491847321,-3.661765859114755,26,2,0,2,52,0.0603,ALTO
PN_1331,40.39113491247345,-3.660151924058269,27,0,0,5,52,0.0603,ALTO
PN_1332,40.45582440054848,-3.656250720345321,26,2,0,2,53,0.0603,ALTO
PN_1333,40.45236948871226,-3.6059131852775588,26,2,0,2,14,0.0603,ALTO
PN_1334,40.45468136261659,-3.6907400986902315,15,5,0,0,88,0.0602,MEDIO
PN_1335,40.40526756655751,-3.6951809452172997,16,3,0,3,74,0.0602,MEDIO
PN_1336,40.39192640265966,-3.6187930326852387,15,5,0,0,7,0.0602,MEDIO
PN_1337,40.40519574190238,-3.6837134533909137,16,3,0,3,22,0.0602,MEDIO
PN_1338,40.40180426420758,-3.693853035438958,21,4,0,0,73,0.06,MEDIO
PN_1339,40.42195543160216,-3.716213928896979,21,4,0,0,60,0.06,MEDIO
PN_1340,40.42997105817115,-3.6470213882305305,22,2,0,3,112,0.0599,MEDIO
PN_1341,40.34094638525154,-3.706636915064854,22,2,0,3,19,0.0599,MEDIO
PN_1342,40.49011734670236,-3.6980052897142883,22,2,0,3,35,0.0599,MEDIO
PN_1343,40.47381483928381,-3.6781266223628353,12,3,0,4,32,0.0598,MEDIO
PN_1344,40.42988790415524,-3.6751170934456985,27,3,0,0,65,0.0597,ALTO
PN_1345,40.46922369570179,-3.581280535028456,27,3,0,0,8,0.0597,ALTO
PN_1346,40.437783921899864,-3.638842882573473,18,2,0,4,67,0.0596,MEDIO
PN_1347,40.399113292107984,-3.731058890869154,17,4,0,1,11,0.0596,MEDIO
PN_1348,40.373014380130655,-3.7278035234005107,17,4,0,1,20,0.0596,MEDIO
PN_1349,40.4567435568538,-3.706062589715301,17,4,0,1,63,0.0596,MEDIO
PN_1350,40.44090996532501,-3.6568906156440457,33,2,0,0,68,0.0595,ALTO
PN_1351,40.458207239560664,-3.6768157979668747,33,2,0,0,115,0.0595,ALTO
PN_1352,40.4510078886101,-3.662409483447435,23,3,0,1,62,0.0594,MEDIO
PN_1353,40.414900201969495,-3.7058805490436164,23,3,0,1,35,0.0594,MEDIO
PN_1354,40.37191991506789,-3.640816052658883,23,3,0,1,4,0.0594,MEDIO
PN_1355,40.456689324598955,-3.6979732533029916,23,3,0,1,118,0.0594,MEDIO
PN_1356,40.3858805907199,-3.706046720398251,23,3,0,1,9,0.0594,MEDIO
PN_1357,40.464167777574644,-3.7061273236111307,23,3,0,1,38,0.0594,MEDIO
PN_1358,40.454262374368476,-3.622905416944898,23,3,0,1,46,0.0594,MEDIO
PN_1359,40.42707354590943,-3.6581090172948594,23,3,0,1,32,0.0594,MEDIO
PN_1360,40.41095670058538,-3.73907237684206,24,1,0,4,41,0.0594,MEDIO
PN_1361,40.42623447811416,-3.7011610861922213,23,3,0,1,30,0.0594,MEDIO
PN_1362,40.40567156523703,-3.655969822497031,23,3,0,1,31,0.0594,MEDIO
PN_1363,40.406101667212525,-3.70892499555174,23,3,0,1,44,0.0594,MEDIO
PN_1364,40.49507953920421,-3.666030302664192,39,1,0,0,41,0.0593,ALTO
PN_1365,40.44496255477543,-3.784859880132836,14,2,0,5,0,0.0592,MEDIO
PN_1366,40.370855881112604,-3.6961481287431717,29,2,0,1,67,0.0592,ALTO
PN_1367,40.44795557033713,-3.6953945689152934,29,2,0,1,90,0.0592,ALTO
PN_1368,40.389972691014144,-3.7359126799712694,29,2,0,1,46,0.0592,ALTO
PN_1369,40.38941679898886,-3.7299460090804883,14,2,0,5,66,0.0592,MEDIO
PN_1370,40.372001389813164,-3.6948060405705796,19,3,0,2,62,0.059,MEDIO
PN_1371,40.40685862619495,-3.6028498666170043,19,3,0,2,10,0.059,MEDIO
PN_1372,40.375053275419944,-3.7509129962611167,19,3,0,2,48,0.059,MEDIO
PN_1373,40.44635195979723,-3.6929482843328767,19,3,0,2,80,0.059,MEDIO
PN_1374,40.47002049565831,-3.7109759368880604,19,3,0,2,60,0.059,MEDIO
PN_1375,40.399728997894925,-3.668670682451829,19,3,0,2,55,0.059,MEDIO
PN_1376,40.446813788257415,-3.703046981788818,35,1,0,1,55,0.0589,ALTO
PN_1377,40.38689846520166,-3.665969152765402,26,0,0,5,24,0.0588,ALTO
PN_1378,40.422968219320246,-3.699089867718867,25,2,0,2,34,0.0588,ALTO
PN_1379,40.44689618075424,-3.6619304221288864,25,2,0,2,65,0.0588,ALTO
PN_1380,40.386159865609066,-3.667784731155693,25,2,0,2,35,0.0588,ALTO
PN_1381,40.44995565346857,-3.695140568521008,25,2,0,2,100,0.0588,ALTO
PN_1382,40.39802307862335,-3.662829752059028,25,2,0,2,38,0.0588,ALTO
PN_1383,40.47782234124673,-3.72213784633515,14,5,0,0,36,0.0587,MEDIO
PN_1384,40.406111544584256,-3.679681619598975,21,2,0,3,25,0.0585,MEDIO
PN_1385,40.43123695137479,-3.705160775874318,20,4,0,0,63,0.0585,MEDIO
PN_1386,40.38704128395158,-3.752123367810371,21,2,0,3,12,0.0585,MEDIO
PN_1387,40.42191596338876,-3.705679659066707,21,2,0,3,55,0.0585,MEDIO
PN_1388,40.43300750907256,-3.6704364958900206,20,4,0,0,75,0.0585,MEDIO
PN_1389,40.42164421438999,-3.6778861462169963,20,4,0,0,68,0.0585,MEDIO
PN_1390,40.35873193217479,-3.6930854716130916,20,4,0,0,34,0.0585,MEDIO
PN_1391,40.46708872652791,-3.688837763974308,21,2,0,3,58,0.0585,MEDIO
PN_1392,40.42211860611627,-3.6883196653262353,20,4,0,0,65,0.0585,MEDIO
PN_1393,40.37518807435074,-3.732108831505294,10,5,0,1,38,0.0584,MEDIO
PN_1394,40.45033291309598,-3.5992094306117437,10,5,0,1,4,0.0584,MEDIO
PN_1395,40.407090303518515,-3.658883467236429,26,3,0,0,60,0.0583,ALTO
PN_1396,40.43915978041394,-3.6330165914289436,26,3,0,0,34,0.0583,ALTO
PN_1397,40.39803926834597,-3.64599284321326,16,4,0,1,26,0.0582,MEDIO
PN_1398,40.439023556065784,-3.7161698820407807,16,4,0,1,46,0.0582,MEDIO
PN_1399,40.39719876513596,-3.7097412122892406,16,4,0,1,97,0.0582,MEDIO
PN_1400,40.39316122885202,-3.706113326643054,17,2,0,4,79,0.0581,MEDIO
PN_1401,40.45095266334894,-3.6523401863849254,22,3,0,1,53,0.0579,MEDIO
PN_1402,40.410206859208586,-3.6526992656839457,22,3,0,1,53,0.0579,MEDIO
PN_1403,40.382835057070615,-3.7112354584823146,23,1,0,4,26,0.0579,MEDIO
PN_1404,40.41703538969625,-3.6983826142235063,22,3,0,1,73,0.0579,MEDIO
PN_1405,40.41130778259693,-3.6711228848490634,22,3,0,1,46,0.0579,MEDIO
PN_1406,40.42381672857545,-3.6857284612657906,22,3,0,1,66,0.0579,MEDIO
PN_1407,40.37617206651801,-3.7450783164970773,12,4,0,2,41,0.0578,MEDIO
PN_1408,40.434900847201355,-3.7068934894674506,12,4,0,2,45,0.0578,MEDIO
PN_1409,40.437808943869456,-3.6870391794970323,28,2,0,1,70,0.0577,ALTO
PN_1410,40.376747092329495,-3.749815848469747,28,2,0,1,38,0.0577,ALTO
PN_1411,40.453901931197386,-3.6951097337372265,28,2,0,1,97,0.0577,ALTO
PN_1412,40.47286838008893,-3.7281900143123923,28,2,0,1,22,0.0577,ALTO
PN_1413,40.476012540739596,-3.7217721197016926,28,2,0,1,37,0.0577,ALTO
PN_1414,40.39493476875381,-3.727611512390389,28,2,0,1,19,0.0577,ALTO
PN_1415,40.4388589398856,-3.7007411165868547,28,2,0,1,23,0.0577,ALTO
PN_1416,40.3987947447826,-3.734731724782855,18,3,0,2,13,0.0576,MEDIO
PN_1417,40.4121117006358,-3.6989576244363116,18,3,0,2,26,0.0576,MEDIO
PN_1418,40.46076654566255,-3.6919425731951643,18,3,0,2,124,0.0576,MEDIO
PN_1419,40.41124572243427,-3.6970687986345996,18,3,0,2,30,0.0576,MEDIO
PN_1420,40.435004683877736,-3.608876740272732,18,3,0,2,46,0.0576,MEDIO
PN_1421,40.43306016709144,-3.697970618853703,18,3,0,2,42,0.0576,MEDIO
PN_1422,40.425958166306536,-3.6728787385093313,24,2,0,2,46,0.0573,MEDIO
PN_1423,40.376857060531655,-3.6840360345633805,24,2,0,2,6,0.0573,MEDIO
PN_1424,40.44798708007428,-3.690953591792793,24,2,0,2,58,0.0573,MEDIO
PN_1425,40.43416997537914,-3.7117479238655067,13,5,0,0,58,0.0573,MEDIO
PN_1426,40.39933222067613,-3.671153309928639,13,5,0,0,64,0.0573,MEDIO
PN_1427,40.446013916494984,-3.6879018394435867,24,2,0,2,30,0.0573,MEDIO
PN_1428,40.40962247743104,-3.74091157268457,24,2,0,2,37,0.0573,MEDIO
PN_1429,40.37304655513094,-3.729857678368625,14,3,0,3,27,0.0572,MEDIO
PN_1430,40.37407768603125,-3.702703793217146,30,1,0,2,20,0.0571,ALTO
PN_1431,40.42077700544671,-3.6670593058423875,20,2,0,3,60,0.057,MEDIO
PN_1432,40.379139512689,-3.7471210603369633,19,4,0,0,24,0.057,MEDIO
PN_1433,40.41679547079116,-3.7020292426861254,19,4,0,0,61,0.057,MEDIO
PN_1434,40.45879160473272,-3.7048474189175815,19,4,0,0,66,0.057,MEDIO
PN_1435,40.432891955570796,-3.710303637738727,19,4,0,0,68,0.057,MEDIO
PN_1436,40.479980209750394,-3.7137934875044714,20,2,0,3,83,0.057,MEDIO
PN_1437,40.402983080000865,-3.700949785656546,19,4,0,0,74,0.057,MEDIO
PN_1438,40.388006491977016,-3.623043478926411,19,4,0,0,13,0.057,MEDIO
PN_1439,40.48300441887477,-3.64889419951756,19,4,0,0,25,0.057,MEDIO
PN_1440,40.39907369972997,-3.6471514545011483,25,3,0,0,14,0.0568,ALTO
PN_1441,40.450966474260156,-3.662932191387347,25,3,0,0,61,0.0568,ALTO
PN_1442,40.444977444083754,-3.7530653838518093,15,4,0,1,0,0.0567,MEDIO
PN_1443,40.44991776537579,-3.601951497320205,15,4,0,1,8,0.0567,MEDIO
PN_1444,40.411208927169824,-3.688777364812625,15,4,0,1,41,0.0567,MEDIO
PN_1445,40.406351002698486,-3.68888908155433,31,2,0,0,43,0.0566,ALTO
PN_1446,40.34682165249329,-3.706130830883995,16,2,0,4,33,0.0566,MEDIO
PN_1447,40.38775686288816,-3.6489468446477376,16,2,0,4,37,0.0566,MEDIO
PN_1448,40.38295654635168,-3.664240585826864,21,3,0,1,35,0.0564,MEDIO
PN_1449,40.40804868810798,-3.6642200758454186,21,3,0,1,78,0.0564,MEDIO
PN_1450,40.45114872934322,-3.677605301150676,21,3,0,1,57,0.0564,MEDIO
PN_1451,40.39178578955115,-3.6558410407922732,21,3,0,1,42,0.0564,MEDIO
PN_1452,40.385871451489315,-3.6987107573365297,11,4,0,2,49,0.0563,MEDIO
PN_1453,40.424857188350956,-3.677057718721269,27,2,0,1,62,0.0562,ALTO
PN_1454,40.495289742810826,-3.6681166011142725,27,2,0,1,47,0.0562,ALTO
PN_1455,40.407987062008765,-3.7440847562184008,27,2,0,1,31,0.0562,ALTO
PN_1456,40.43059042237023,-3.7147800875653103,27,2,0,1,84,0.0562,ALTO
PN_1457,40.4459820722132,-3.6617779227612175,27,2,0,1,71,0.0562,ALTO
PN_1458,40.46901660687705,-3.6731818810028694,27,2,0,1,54,0.0562,ALTO
PN_1459,40.415112171744255,-3.713657182401617,27,2,0,1,39,0.0562,ALTO
PN_1460,40.41008080591699,-3.6630446994157597,27,2,0,1,67,0.0562,ALTO
PN_1461,40.43270299814639,-3.6797397569123373,27,2,0,1,67,0.0562,ALTO
PN_1462,40.388207986304685,-3.6530029013182945,23,2,0,2,22,0.0559,MEDIO
PN_1463,40.41088778228856,-3.723037367529636,23,2,0,2,72,0.0559,MEDIO
PN_1464,40.38410042165038,-3.7469426736133316,24,0,0,5,36,0.0558,MEDIO
PN_1465,40.395140274074315,-3.753278540394611,13,3,0,3,27,0.0557,MEDIO
PN_1466,40.40778721797338,-3.7449938903174664,13,3,0,3,29,0.0557,MEDIO
PN_1467,40.3860560914001,-3.7510829238010377,13,3,0,3,22,0.0557,MEDIO
PN_1468,40.46725267706428,-3.678981745030384,13,3,0,3,53,0.0557,MEDIO
PN_1469,40.391903793925025,-3.774088606790743,18,4,0,0,34,0.0556,MEDIO
PN_1470,40.37779303322866,-3.754948876325272,29,1,0,2,18,0.0556,ALTO
PN_1471,40.39178152957979,-3.693256031971107,18,4,0,0,61,0.0556,MEDIO
PN_1472,40.34098637213118,-3.7050501080180656,29,1,0,2,18,0.0556,ALTO
PN_1473,40.454015452712895,-3.6601729887864436,29,1,0,2,68,0.0556,ALTO
PN_1474,40.399220907863814,-3.7700015751895726,18,4,0,0,34,0.0556,MEDIO
PN_1475,40.46804233143343,-3.7080598301717345,29,1,0,2,38,0.0556,ALTO
PN_1476,40.44197045973629,-3.5717156395738967,29,1,0,2,0,0.0556,ALTO
PN_1477,40.3880230861335,-3.742829520252048,19,2,0,3,62,0.0555,MEDIO
PN_1478,40.3757954134944,-3.7123026980941294,19,2,0,3,25,0.0555,MEDIO
PN_1479,40.41802251646991,-3.6889582246889505,19,2,0,3,59,0.0555,MEDIO
PN_1480,40.417158441050965,-3.7222365950715584,19,2,0,3,85,0.0555,MEDIO
PN_1481,40.40068292641625,-3.722034052890809,8,5,0,1,59,0.0554,BAJO
PN_1482,40.41507980967485,-3.688992751242155,24,3,0,0,41,0.0553,MEDIO
PN_1483,40.42328175785456,-3.678845830077835,24,3,0,0,68,0.0553,MEDIO
PN_1484,40.444973888668386,-3.685085001755096,25,1,0,3,18,0.0553,ALTO
PN_1485,40.389764736653746,-3.6920894349932327,25,1,0,3,66,0.0553,ALTO
PN_1486,40.46004223282834,-3.685405466906413,14,4,0,1,78,0.0552,MEDIO
PN_1487,40.38185263374132,-3.6729510763727835,15,2,0,4,25,0.0552,MEDIO
PN_1488,40.431149652483796,-3.638669874655414,14,4,0,1,76,0.0552,MEDIO
PN_1489,40.424969823745705,-3.620761225123206,14,4,0,1,8,0.0552,MEDIO
PN_1490,40.38402141144214,-3.6651679661879624,15,2,0,4,35,0.0552,MEDIO
PN_1491,40.34489488789384,-3.712951368753377,14,4,0,1,19,0.0552,MEDIO
PN_1492,40.39611847809947,-3.6712042129682545,30,2,0,0,52,0.0551,ALTO
PN_1493,40.43121426874064,-3.699254401567856,30,2,0,0,47,0.0551,ALTO
PN_1494,40.432013513851906,-3.656041497668118,30,2,0,0,91,0.0551,ALTO
PN_1495,40.400789861074124,-3.6659805221612523,20,3,0,1,65,0.055,MEDIO
PN_1496,40.39100471838103,-3.7371674515324784,20,3,0,1,43,0.055,MEDIO
PN_1497,40.46290883863319,-3.67600607629729,20,3,0,1,67,0.055,MEDIO
PN_1498,40.4769242296238,-3.7119183565816,20,3,0,1,71,0.055,MEDIO
PN_1499,40.431336311849556,-3.671681965768385,20,3,0,1,73,0.055,MEDIO
PN_1500,40.39921835504779,-3.647880848940357,20,3,0,1,16,0.055,MEDIO
PN_1501,40.47984457901608,-3.7170028719317307,20,3,0,1,60,0.055,MEDIO
PN_1502,40.43193796186399,-3.6989119441740677,20,3,0,1,48,0.055,MEDIO
PN_1503,40.38303157247113,-3.66693245993218,21,1,0,4,40,0.0549,MEDIO
PN_1504,40.37330163581056,-3.7128294197152587,21,1,0,4,24,0.0549,MEDIO
PN_1505,40.498938549352445,-3.708677890086778,10,4,0,2,23,0.0549,MEDIO
PN_1506,40.403861633174316,-3.7246468320713224,21,1,0,4,49,0.0549,MEDIO
PN_1507,40.45401885064309,-3.6632217012695096,26,2,0,1,63,0.0547,ALTO
PN_1508,40.40625500845185,-3.6979566428526565,26,2,0,1,74,0.0547,ALTO
PN_1509,40.43285975419134,-3.684861138845505,26,2,0,1,65,0.0547,ALTO
PN_1510,40.40809678192082,-3.734908577865051,16,3,0,2,42,0.0546,MEDIO
PN_1511,40.4342529850944,-3.7155820823207883,16,3,0,2,67,0.0546,MEDIO
PN_1512,40.38090216815669,-3.691103895256031,16,3,0,2,46,0.0546,MEDIO
PN_1513,40.442030632972305,-3.7017953216087607,32,1,0,1,16,0.0545,ALTO
PN_1514,40.42900602497678,-3.683846145438078,22,2,0,2,51,0.0544,MEDIO
PN_1515,40.41382785397503,-3.657871543867363,22,2,0,2,87,0.0544,MEDIO
PN_1516,40.45892732871127,-3.6880662415549725,22,2,0,2,100,0.0544,MEDIO
PN_1517,40.47881915418051,-3.708062794676122,22,2,0,2,81,0.0544,MEDIO
PN_1518,40.41809455751628,-3.7210978341807803,22,2,0,2,83,0.0544,MEDIO
PN_1519,40.46296737427277,-3.6489476430945023,12,3,0,3,23,0.0543,MEDIO
PN_1520,40.38804851830591,-3.7301618985076206,23,0,0,5,68,0.0543,MEDIO
PN_1521,40.3939770565234,-3.7359772133050413,28,1,0,2,21,0.0542,ALTO
PN_1522,40.43198610568937,-3.6918065250400733,17,4,0,0,42,0.0541,MEDIO
PN_1523,40.444110752333806,-3.6917005330864883,17,4,0,0,61,0.0541,MEDIO
PN_1524,40.42001593627332,-3.6690844108844316,17,4,0,0,73,0.0541,MEDIO
PN_1525,40.465968556416016,-3.6969253440768783,17,4,0,0,44,0.0541,MEDIO
PN_1526,40.38408465764158,-3.6701132500879354,19,0,0,6,31,0.054,MEDIO
PN_1527,40.391962206540676,-3.720761165000152,18,2,0,3,24,0.054,MEDIO
PN_1528,40.38892316216988,-3.6640011896831672,18,2,0,3,26,0.054,MEDIO
PN_1529,40.471904532590806,-3.639745473154935,18,2,0,3,21,0.054,MEDIO
PN_1530,40.42991157677396,-3.611151984385203,18,2,0,3,29,0.054,MEDIO
PN_1531,40.39088242914607,-3.7539333947261895,8,3,0,4,24,0.0539,BAJO
PN_1532,40.42491559204713,-3.6780449273188225,24,1,0,3,68,0.0538,MEDIO
PN_1533,40.40428724951758,-3.700129883951476,23,3,0,0,78,0.0538,MEDIO
PN_1534,40.40397759283958,-3.7017806362030634,23,3,0,0,69,0.0538,MEDIO
PN_1535,40.38305549917139,-3.653043624058386,14,2,0,4,16,0.0537,MEDIO
